source	target	source_genesymbol	target_genesymbol	istruelr	isphysical	issmallmolecule
P53420	P18827	COL4A4	SDC1	False	True	False
P53420	Q08722	COL4A4	CD47	False	True	False
P53420	Q9HCN6	COL4A4	GP6	False	True	False
P53420	Q9NPY3	COL4A4	CD93	False	True	False
P55268	COMPLEX:P05556_P17301	LAMB2	ITGB1_ITGA2	True	True	False
P55268	COMPLEX:P05556_P23229	LAMB2	ITGB1_ITGA6	True	True	False
P55268	COMPLEX:P05556_P26006	LAMB2	ITGB1_ITGA3	True	True	False
P55268	COMPLEX:P05556_Q13683	LAMB2	ITGB1_ITGA7	True	True	False
P55268	COMPLEX:P05556_Q13797	LAMB2	ITGB1_ITGA9	True	True	False
P55268	COMPLEX:P06756_P26012	LAMB2	ITGAV_ITGB8	True	True	False
P55268	COMPLEX:P16144_P23229	LAMB2	ITGB4_ITGA6	True	True	False
P55268	P08865	LAMB2	RPSA	True	True	False
P55268	P16070	LAMB2	CD44	True	True	False
P55268	Q14118	LAMB2	DAG1	True	True	False
P78509	COMPLEX:P05556_P26006	RELN	ITGB1_ITGA3	True	True	False
P78509	P98155	RELN	VLDLR	True	True	False
P78509	Q14114	RELN	LRP8	True	True	False
P98160	P05556	HSPG2	ITGB1	False	True	False
P98160	P11362	HSPG2	FGFR1	False	True	False
P98160	P17301	HSPG2	ITGA2	False	True	False
P98160	P18827	HSPG2	SDC1	False	True	False
P98160	P98164	HSPG2	LRP2	False	True	False
P98160	Q07954	HSPG2	LRP1	False	True	False
P98160	Q13332	HSPG2	PTPRS	False	True	False
P98160	Q14118	HSPG2	DAG1	False	True	False
Q01955	COMPLEX:O75578_P05556	COL4A3	ITGA10_ITGB1	False	True	False
Q01955	COMPLEX:P05556_P17301	COL4A3	ITGB1_ITGA2	False	True	False
Q01955	COMPLEX:P05556_P26006	COL4A3	ITGB1_ITGA3	False	True	False
Q01955	COMPLEX:P05556_P56199	COL4A3	ITGB1_ITGA1	False	True	False
Q01955	COMPLEX:P05556_Q13797	COL4A3	ITGB1_ITGA9	False	True	False
Q01955	COMPLEX:P05556_Q9UKX5	COL4A3	ITGB1_ITGA11	False	True	False
Q01955	COMPLEX:P06756_P26012	COL4A3	ITGAV_ITGB8	False	True	False
Q01955	P05106	COL4A3	ITGB3	False	True	False
Q01955	P16070	COL4A3	CD44	False	True	False
Q01955	P18827	COL4A3	SDC1	False	True	False
Q01955	Q08722	COL4A3	CD47	False	True	False
Q01955	Q9HCN6	COL4A3	GP6	False	True	False
Q01955	Q9NPY3	COL4A3	CD93	False	True	False
Q13316	COMPLEX:P05106_P06756	DMP1	ITGB3_ITGAV	True	True	False
Q13751	COMPLEX:P05556_P17301	LAMB3	ITGB1_ITGA2	True	True	False
Q13751	COMPLEX:P05556_P23229	LAMB3	ITGB1_ITGA6	True	True	False
Q13751	COMPLEX:P05556_P26006	LAMB3	ITGB1_ITGA3	True	True	False
Q13751	COMPLEX:P05556_Q13683	LAMB3	ITGB1_ITGA7	True	True	False
Q13751	COMPLEX:P05556_Q13797	LAMB3	ITGB1_ITGA9	True	True	False
Q13751	COMPLEX:P06756_P26012	LAMB3	ITGAV_ITGB8	True	True	False
Q13751	COMPLEX:P16144_P23229	LAMB3	ITGB4_ITGA6	True	True	False
Q13751	P16070	LAMB3	CD44	True	True	False
Q13751	Q14118	LAMB3	DAG1	True	True	False
Q13753	COMPLEX:P05556_P17301	LAMC2	ITGB1_ITGA2	True	True	False
Q13753	COMPLEX:P05556_P23229	LAMC2	ITGB1_ITGA6	True	True	False
Q13753	COMPLEX:P05556_P26006	LAMC2	ITGB1_ITGA3	True	True	False
Q13753	COMPLEX:P05556_Q13683	LAMC2	ITGB1_ITGA7	True	True	False
Q13753	COMPLEX:P05556_Q13797	LAMC2	ITGB1_ITGA9	True	True	False
Q13753	COMPLEX:P06756_P26012	LAMC2	ITGAV_ITGB8	True	True	False
Q13753	COMPLEX:P16144_P23229	LAMC2	ITGB4_ITGA6	True	True	False
Q13753	P16070	LAMC2	CD44	True	True	False
Q13753	Q14118	LAMC2	DAG1	True	True	False
Q14031	COMPLEX:O75578_P05556	COL4A6	ITGA10_ITGB1	False	True	False
Q14031	COMPLEX:P05556_P17301	COL4A6	ITGB1_ITGA2	False	True	False
Q14031	COMPLEX:P05556_P26006	COL4A6	ITGB1_ITGA3	False	True	False
Q14031	COMPLEX:P05556_P56199	COL4A6	ITGB1_ITGA1	False	True	False
Q14031	COMPLEX:P05556_Q13797	COL4A6	ITGB1_ITGA9	False	True	False
Q14031	COMPLEX:P05556_Q9UKX5	COL4A6	ITGB1_ITGA11	False	True	False
Q14031	COMPLEX:P06756_P26012	COL4A6	ITGAV_ITGB8	False	True	False
Q14031	P16070	COL4A6	CD44	False	True	False
Q14031	P18827	COL4A6	SDC1	False	True	False
Q14031	Q08722	COL4A6	CD47	False	True	False
Q14031	Q9HCN6	COL4A6	GP6	False	True	False
Q14031	Q9NPY3	COL4A6	CD93	False	True	False
Q14050	COMPLEX:O75578_P05556	COL9A3	ITGA10_ITGB1	False	True	False
Q14050	COMPLEX:P05556_P17301	COL9A3	ITGB1_ITGA2	False	True	False
Q14050	COMPLEX:P05556_P26006	COL9A3	ITGB1_ITGA3	False	True	False
Q14050	COMPLEX:P05556_P56199	COL9A3	ITGB1_ITGA1	False	True	False
Q14050	COMPLEX:P05556_Q13797	COL9A3	ITGB1_ITGA9	False	True	False
Q14050	COMPLEX:P05556_Q9UKX5	COL9A3	ITGB1_ITGA11	False	True	False
Q14050	COMPLEX:P06756_P26012	COL9A3	ITGAV_ITGB8	False	False	False
Q14050	P16070	COL9A3	CD44	False	True	False
Q14050	P18827	COL9A3	SDC1	False	True	False
Q14050	Q9HCN6	COL9A3	GP6	False	True	False
Q14055	COMPLEX:O75578_P05556	COL9A2	ITGA10_ITGB1	False	True	False
Q14055	COMPLEX:P05556_P17301	COL9A2	ITGB1_ITGA2	False	True	False
Q14055	COMPLEX:P05556_P26006	COL9A2	ITGB1_ITGA3	False	True	False
Q14055	COMPLEX:P05556_P56199	COL9A2	ITGB1_ITGA1	False	True	False
Q14055	COMPLEX:P05556_Q13797	COL9A2	ITGB1_ITGA9	False	True	False
Q14055	COMPLEX:P05556_Q9UKX5	COL9A2	ITGB1_ITGA11	False	True	False
Q14055	COMPLEX:P06756_P26012	COL9A2	ITGAV_ITGB8	False	False	False
Q14055	P16070	COL9A2	CD44	False	True	False
Q14055	P18827	COL9A2	SDC1	False	True	False
Q14055	Q9HCN6	COL9A2	GP6	False	True	False
Q16363	COMPLEX:P05556_P17301	LAMA4	ITGB1_ITGA2	True	True	False
Q16363	COMPLEX:P05556_P23229	LAMA4	ITGB1_ITGA6	True	True	False
Q16363	COMPLEX:P05556_P26006	LAMA4	ITGB1_ITGA3	True	True	False
Q16363	COMPLEX:P05556_Q13683	LAMA4	ITGB1_ITGA7	True	True	False
Q16363	COMPLEX:P05556_Q13797	LAMA4	ITGB1_ITGA9	True	True	False
Q16363	COMPLEX:P06756_P26012	LAMA4	ITGAV_ITGB8	True	True	False
Q16363	COMPLEX:P16144_P23229	LAMA4	ITGB4_ITGA6	True	True	False
Q16363	P16070	LAMA4	CD44	True	True	False
Q16363	Q14118	LAMA4	DAG1	True	True	False
Q16787	COMPLEX:P05556_P17301	LAMA3	ITGB1_ITGA2	True	True	False
Q16787	COMPLEX:P05556_P23229	LAMA3	ITGB1_ITGA6	True	True	False
Q16787	COMPLEX:P05556_P26006	LAMA3	ITGB1_ITGA3	True	True	False
Q16787	COMPLEX:P05556_Q13683	LAMA3	ITGB1_ITGA7	True	True	False
Q16787	COMPLEX:P05556_Q13797	LAMA3	ITGB1_ITGA9	True	True	False
Q16787	COMPLEX:P06756_P26012	LAMA3	ITGAV_ITGB8	True	True	False
Q16787	COMPLEX:P16144_P23229	LAMA3	ITGB4_ITGA6	True	True	False
Q16787	P16070	LAMA3	CD44	True	True	False
Q16787	P34741	LAMA3	SDC2	True	True	False
Q16787	Q14118	LAMA3	DAG1	True	True	False
Q92752	COMPLEX:P05106_P06756	TNR	ITGB3_ITGAV	False	True	False
Q92752	COMPLEX:P05106_P08514	TNR	ITGB3_ITGA2B	False	True	False
Q92752	COMPLEX:P05556_P53708	TNR	ITGB1_ITGA8	False	True	False
Q92752	COMPLEX:P05556_Q13797	TNR	ITGB1_ITGA9	False	True	False
Q92752	COMPLEX:P06756_P18564	TNR	ITGAV_ITGB6	False	True	False
Q92752	P18827	TNR	SDC1	False	True	False
Q9NZW4	COMPLEX:P05556_P06756	DSPP	ITGB1_ITGAV	True	True	False
Q9NZW4	COMPLEX:P06756_P18564	DSPP	ITGAV_ITGB6	True	True	False
Q9UQP3	COMPLEX:P05106_P06756	TNN	ITGB3_ITGAV	False	True	False
Q9UQP3	COMPLEX:P05106_P08514	TNN	ITGB3_ITGA2B	False	True	False
Q9UQP3	COMPLEX:P05556_P53708	TNN	ITGB1_ITGA8	False	True	False
Q9UQP3	COMPLEX:P05556_Q13797	TNN	ITGB1_ITGA9	False	True	False
Q9UQP3	COMPLEX:P06756_P18564	TNN	ITGAV_ITGB6	False	True	False
Q9UQP3	P18827	TNN	SDC1	False	True	False
Q9Y6N6	COMPLEX:P05556_P17301	LAMC3	ITGB1_ITGA2	True	True	False
Q9Y6N6	COMPLEX:P05556_P23229	LAMC3	ITGB1_ITGA6	True	True	False
Q9Y6N6	COMPLEX:P05556_P26006	LAMC3	ITGB1_ITGA3	True	True	False
Q9Y6N6	COMPLEX:P05556_Q13683	LAMC3	ITGB1_ITGA7	True	True	False
Q9Y6N6	COMPLEX:P05556_Q13797	LAMC3	ITGB1_ITGA9	True	True	False
Q9Y6N6	COMPLEX:P06756_P26012	LAMC3	ITGAV_ITGB8	True	True	False
Q9Y6N6	COMPLEX:P16144_P23229	LAMC3	ITGB4_ITGA6	True	True	False
Q9Y6N6	P16070	LAMC3	CD44	True	True	False
Q9Y6N6	Q14118	LAMC3	DAG1	True	True	False
COMPLEX:O75462_Q9UBD9	COMPLEX:P26992_P40189	CRLF1_CLCF1	CNTFR_IL6ST	True	False	False
COMPLEX:P01374_Q06643	P36941	LTA_LTB	LTBR	True	False	False
COMPLEX:P05111_P08476	P27037	INHA_INHBA	ACVR2A	True	False	False
COMPLEX:P05111_P09529	Q13705	INHA_INHBB	ACVR2B	True	False	False
COMPLEX:P08476_P09529	COMPLEX:P27037_P36896	INHBA_INHBB	ACVR2A_ACVR1B	True	False	False
COMPLEX:P08476_P09529	COMPLEX:P27037_Q04771	INHBA_INHBB	ACVR2A_ACVR1	True	False	False
COMPLEX:P08476_P09529	COMPLEX:P27037_Q8NER5	INHBA_INHBB	ACVR2A_ACVR1C	True	False	False
COMPLEX:P08476_P09529	COMPLEX:P36896_Q13705	INHBA_INHBB	ACVR1B_ACVR2B	True	False	False
COMPLEX:P08476_P09529	COMPLEX:Q04771_Q13705	INHBA_INHBB	ACVR1_ACVR2B	True	False	False
COMPLEX:P08476_P09529	COMPLEX:Q13705_Q8NER5	INHBA_INHBB	ACVR2B_ACVR1C	True	False	False
COMPLEX:P09603_Q6ZMJ4	P07333	CSF1_IL34	CSF1R	True	False	False
COMPLEX:P29459_P29460	COMPLEX:P42701_Q99665	IL12A_IL12B	IL12RB1_IL12RB2	True	False	False
COMPLEX:P29459_Q14213	COMPLEX:P40189_Q99665	IL12A_EBI3	IL6ST_IL12RB2	True	False	False
COMPLEX:P29459_Q8NEV9	COMPLEX:Q6UWB1_Q99665	IL12A_IL27	IL27RA_IL12RB2	True	False	False
COMPLEX:P29460_Q9NPF7	COMPLEX:P42701_Q5VWK5	IL12B_IL23A	IL12RB1_IL23R	True	False	False
COMPLEX:Q14213_Q8NEV9	COMPLEX:P40189_Q6UWB1	EBI3_IL27	IL6ST_IL27RA	True	False	False
COMPLEX:Q16552_Q96PD4	COMPLEX:Q8NAC3_Q96F46	IL17A_IL17F	IL17RC_IL17RA	True	False	False
O00175	P41597	CCL24	CCR2	True	False	False
O00175	P51677	CCL24	CCR3	True	False	False
O00230	P08913	CORT	ADRA2A	True	False	False
O00230	P30872	CORT	SSTR1	True	False	False
O00230	P30874	CORT	SSTR2	True	False	False
O00230	P31391	CORT	SSTR4	True	False	False
O00230	P32745	CORT	SSTR3	True	False	False
O00230	P35346	CORT	SSTR5	True	False	False
O00230	P48039	CORT	MTNR1A	True	False	False
O00230	Q14831	CORT	GRM7	True	False	False
O00230	Q92847	CORT	GHSR	True	False	False
O00230	Q96LB1	CORT	MRGPRX2	True	False	False
O00253	O75056	AGRP	SDC3	True	True	False
O00253	P32245	AGRP	MC4R	True	False	False
O00253	P33032	AGRP	MC5R	True	False	False
O00253	P41968	AGRP	MC3R	True	False	False
O00292	P27037	LEFTY2	ACVR2A	True	False	False
O00292	P36896	LEFTY2	ACVR1B	True	False	False
O00292	Q13705	LEFTY2	ACVR2B	True	False	False
O00585	P08913	CCL21	ADRA2A	True	False	False
O00585	P32248	CCL21	CCR7	True	False	False
O00585	P46092	CCL21	CCR10	True	False	False
O00585	P48039	CCL21	MTNR1A	True	False	False
O00585	P49682	CCL21	CXCR3	True	False	False
O00585	Q14831	CCL21	GRM7	True	False	False
O00585	Q9NPB9	CCL21	ACKR4	True	False	False
O00622	O00206	CCN1	TLR4	False	False	False
O00622	O60603	CCN1	TLR2	False	False	False
O00622	P05106	CCN1	ITGB3	False	False	False
O00622	P05107	CCN1	ITGB2	False	False	False
O00622	P06756	CCN1	ITGAV	False	False	False
O00622	P08648	CCN1	ITGA5	False	False	False
O00622	P11215	CCN1	ITGAM	False	False	False
O00622	P18084	CCN1	ITGB5	False	False	False
O00626	P51679	CCL22	CCR4	True	False	False
O00634	Q4KMG0	NTN3	CDON	True	True	False
O00634	Q92859	NTN3	NEO1	True	True	False
O00744	COMPLEX:O00144_O75197	WNT10B	FZD9_LRP5	True	True	False
O00744	COMPLEX:O00144_O75581	WNT10B	FZD9_LRP6	True	True	False
O00744	COMPLEX:O60353_O75197	WNT10B	FZD6_LRP5	True	True	False
O00744	COMPLEX:O60353_O75581	WNT10B	FZD6_LRP6	True	True	False
O00744	COMPLEX:O75084_O75197	WNT10B	FZD7_LRP5	True	True	False
O00744	COMPLEX:O75084_O75581	WNT10B	FZD7_LRP6	True	True	False
O00744	COMPLEX:O75197_Q13467	WNT10B	LRP5_FZD5	True	True	False
O00744	COMPLEX:O75197_Q14332	WNT10B	LRP5_FZD2	True	True	False
O00744	COMPLEX:O75197_Q9H461	WNT10B	LRP5_FZD8	True	True	False
O00744	COMPLEX:O75197_Q9NPG1	WNT10B	LRP5_FZD3	True	True	False
O00744	COMPLEX:O75197_Q9ULV1	WNT10B	LRP5_FZD4	True	True	False
O00744	COMPLEX:O75197_Q9ULW2	WNT10B	LRP5_FZD10	True	True	False
O00744	COMPLEX:O75197_Q9UP38	WNT10B	LRP5_FZD1	True	True	False
O00744	COMPLEX:O75581_Q13467	WNT10B	LRP6_FZD5	True	True	False
O00744	COMPLEX:O75581_Q14332	WNT10B	LRP6_FZD2	True	True	False
O00744	COMPLEX:O75581_Q9H461	WNT10B	LRP6_FZD8	True	True	False
O00744	COMPLEX:O75581_Q9NPG1	WNT10B	LRP6_FZD3	True	True	False
O00744	COMPLEX:O75581_Q9ULV1	WNT10B	LRP6_FZD4	True	True	False
O00744	COMPLEX:O75581_Q9ULW2	WNT10B	LRP6_FZD10	True	True	False
O00744	COMPLEX:O75581_Q9UP38	WNT10B	LRP6_FZD1	True	True	False
O00755	COMPLEX:O00144_O75197	WNT7A	FZD9_LRP5	True	True	False
O00755	COMPLEX:O00144_O75581	WNT7A	FZD9_LRP6	True	True	False
O00755	COMPLEX:O60353_O75197	WNT7A	FZD6_LRP5	True	True	False
O00755	COMPLEX:O60353_O75581	WNT7A	FZD6_LRP6	True	True	False
O00755	COMPLEX:O75084_O75197	WNT7A	FZD7_LRP5	True	True	False
O00755	COMPLEX:O75084_O75581	WNT7A	FZD7_LRP6	True	True	False
O00755	COMPLEX:O75197_Q13467	WNT7A	LRP5_FZD5	True	True	False
O00755	COMPLEX:O75197_Q14332	WNT7A	LRP5_FZD2	True	True	False
O00755	COMPLEX:O75197_Q9H461	WNT7A	LRP5_FZD8	True	True	False
O00755	COMPLEX:O75197_Q9NPG1	WNT7A	LRP5_FZD3	True	True	False
O00755	COMPLEX:O75197_Q9ULV1	WNT7A	LRP5_FZD4	True	True	False
O00755	COMPLEX:O75197_Q9ULW2	WNT7A	LRP5_FZD10	True	True	False
O00755	COMPLEX:O75197_Q9UP38	WNT7A	LRP5_FZD1	True	True	False
O00755	COMPLEX:O75581_Q13467	WNT7A	LRP6_FZD5	True	True	False
O00755	COMPLEX:O75581_Q14332	WNT7A	LRP6_FZD2	True	True	False
O00755	COMPLEX:O75581_Q9H461	WNT7A	LRP6_FZD8	True	True	False
O00755	COMPLEX:O75581_Q9NPG1	WNT7A	LRP6_FZD3	True	True	False
O00755	COMPLEX:O75581_Q9ULV1	WNT7A	LRP6_FZD4	True	True	False
O00755	COMPLEX:O75581_Q9ULW2	WNT7A	LRP6_FZD10	True	True	False
O00755	COMPLEX:O75581_Q9UP38	WNT7A	LRP6_FZD1	True	True	False
O00755	O95980	WNT7A	RECK	True	True	False
O00755	P01130	WNT7A	LDLR	True	True	False
O14625	P08913	CXCL11	ADRA2A	True	False	False
O14625	P25106	CXCL11	ACKR3	True	False	False
O14625	P48039	CXCL11	MTNR1A	True	False	False
O14625	P49682	CXCL11	CXCR3	True	False	False
O14625	P51677	CXCL11	CCR3	True	False	False
O14625	P51681	CXCL11	CCR5	True	False	False
O14625	Q14831	CXCL11	GRM7	True	False	False
O14625	Q16570	CXCL11	ACKR1	True	False	False
O14793	COMPLEX:P27037_P36896	MSTN	ACVR2A_ACVR1B	False	False	False
O14793	COMPLEX:P27037_P36897	MSTN	ACVR2A_TGFBR1	False	False	False
O14793	COMPLEX:P36896_Q13705	MSTN	ACVR1B_ACVR2B	True	False	False
O14793	COMPLEX:P36897_Q13705	MSTN	TGFBR1_ACVR2B	True	False	False
O14904	COMPLEX:O00144_O75197	WNT9A	FZD9_LRP5	True	True	False
O14904	COMPLEX:O00144_O75581	WNT9A	FZD9_LRP6	True	True	False
O14904	COMPLEX:O60353_O75197	WNT9A	FZD6_LRP5	True	True	False
O14904	COMPLEX:O60353_O75581	WNT9A	FZD6_LRP6	True	True	False
O14904	COMPLEX:O75084_O75197	WNT9A	FZD7_LRP5	True	True	False
O14904	COMPLEX:O75084_O75581	WNT9A	FZD7_LRP6	True	True	False
O14904	COMPLEX:O75197_Q13467	WNT9A	LRP5_FZD5	True	True	False
O14904	COMPLEX:O75197_Q14332	WNT9A	LRP5_FZD2	True	True	False
O14904	COMPLEX:O75197_Q9H461	WNT9A	LRP5_FZD8	True	True	False
O14904	COMPLEX:O75197_Q9NPG1	WNT9A	LRP5_FZD3	True	True	False
O14904	COMPLEX:O75197_Q9ULV1	WNT9A	LRP5_FZD4	True	True	False
O14904	COMPLEX:O75197_Q9ULW2	WNT9A	LRP5_FZD10	True	True	False
O14904	COMPLEX:O75197_Q9UP38	WNT9A	LRP5_FZD1	True	True	False
O14904	COMPLEX:O75581_Q13467	WNT9A	LRP6_FZD5	True	True	False
O14904	COMPLEX:O75581_Q14332	WNT9A	LRP6_FZD2	True	True	False
O14904	COMPLEX:O75581_Q9H461	WNT9A	LRP6_FZD8	True	True	False
O14904	COMPLEX:O75581_Q9NPG1	WNT9A	LRP6_FZD3	True	True	False
O14904	COMPLEX:O75581_Q9ULV1	WNT9A	LRP6_FZD4	True	True	False
O14904	COMPLEX:O75581_Q9ULW2	WNT9A	LRP6_FZD10	True	True	False
O14904	COMPLEX:O75581_Q9UP38	WNT9A	LRP6_FZD1	True	True	False
O14905	COMPLEX:O00144_O75197	WNT9B	FZD9_LRP5	True	True	False
O14905	COMPLEX:O00144_O75581	WNT9B	FZD9_LRP6	True	True	False
O14905	COMPLEX:O60353_O75197	WNT9B	FZD6_LRP5	True	True	False
O14905	COMPLEX:O60353_O75581	WNT9B	FZD6_LRP6	True	True	False
O14905	COMPLEX:O75084_O75197	WNT9B	FZD7_LRP5	True	True	False
O14905	COMPLEX:O75084_O75581	WNT9B	FZD7_LRP6	True	True	False
O14905	COMPLEX:O75197_Q13467	WNT9B	LRP5_FZD5	True	True	False
O14905	COMPLEX:O75197_Q14332	WNT9B	LRP5_FZD2	True	True	False
O14905	COMPLEX:O75197_Q9H461	WNT9B	LRP5_FZD8	True	True	False
O14905	COMPLEX:O75197_Q9NPG1	WNT9B	LRP5_FZD3	True	True	False
O14905	COMPLEX:O75197_Q9ULV1	WNT9B	LRP5_FZD4	True	True	False
O14905	COMPLEX:O75197_Q9ULW2	WNT9B	LRP5_FZD10	True	True	False
O14905	COMPLEX:O75197_Q9UP38	WNT9B	LRP5_FZD1	True	True	False
O14905	COMPLEX:O75581_Q13467	WNT9B	LRP6_FZD5	True	True	False
O14905	COMPLEX:O75581_Q14332	WNT9B	LRP6_FZD2	True	True	False
O14905	COMPLEX:O75581_Q9H461	WNT9B	LRP6_FZD8	True	True	False
O14905	COMPLEX:O75581_Q9NPG1	WNT9B	LRP6_FZD3	True	True	False
O14905	COMPLEX:O75581_Q9ULV1	WNT9B	LRP6_FZD4	True	True	False
O14905	COMPLEX:O75581_Q9ULW2	WNT9B	LRP6_FZD10	True	True	False
O14905	COMPLEX:O75581_Q9UP38	WNT9B	LRP6_FZD1	True	True	False
O15041	O14786	SEMA3E	NRP1	True	True	False
O15041	Q9Y4D7	SEMA3E	PLXND1	True	False	False
O15123	COMPLEX:P05556_P08648	ANGPT2	ITGB1_ITGA5	False	False	False
O15123	P35590	ANGPT2	TIE1	True	False	False
O15123	Q02763	ANGPT2	TEK	True	True	False
O15130	Q9GZQ6	NPFF	NPFFR1	True	False	False
O15130	Q9Y5X5	NPFF	NPFFR2	True	False	False
O15240	P04629	VGF	NTRK1	True	False	False
O15263	O00206	DEFB4B	TLR4	True	False	False
O15263	P51684	DEFB4B	CCR6	True	False	False
O15444	P08913	CCL25	ADRA2A	True	False	False
O15444	P46092	CCL25	CCR10	True	False	False
O15444	P48039	CCL25	MTNR1A	True	False	False
O15444	P51686	CCL25	CCR9	True	False	False
O15444	Q14831	CCL25	GRM7	True	False	False
O15444	Q9NPB9	CCL25	ACKR4	True	False	False
O15467	P08913	CCL16	ADRA2A	True	False	False
O15467	P32246	CCL16	CCR1	True	False	False
O15467	P41597	CCL16	CCR2	True	False	False
O15467	P48039	CCL16	MTNR1A	True	False	False
O15467	P51681	CCL16	CCR5	True	False	False
O15467	P51685	CCL16	CCR8	True	False	False
O15467	Q14831	CCL16	GRM7	True	False	False
O15467	Q16570	CCL16	ACKR1	True	False	False
O15467	Q9H3N8	CCL16	HRH4	True	False	False
O15520	P11362	FGF10	FGFR1	True	True	False
O15520	P21802	FGF10	FGFR2	True	True	False
O15520	Q8N441	FGF10	FGFRL1	True	True	False
O43320	P11362	FGF16	FGFR1	True	False	False
O43320	P21802	FGF16	FGFR2	True	False	False
O43320	P22455	FGF16	FGFR4	True	False	False
O43320	P22607	FGF16	FGFR3	True	False	False
O43323	COMPLEX:Q13635_Q99835	DHH	PTCH1_SMO	True	False	False
O43323	COMPLEX:Q99835_Q9Y6C5	DHH	SMO_PTCH2	True	False	False
O43323	Q4KMG0	DHH	CDON	True	True	False
O43323	Q9BWV1	DHH	BOC	True	True	False
O43612	O43613	HCRT	HCRTR1	True	False	False
O43612	O43614	HCRT	HCRTR2	True	False	False
O43612	Q9Y5X5	HCRT	NPFFR2	True	False	False
O43827	O75022	ANGPTL7	LILRB3	True	False	False
O43854	P05106	EDIL3	ITGB3	True	True	False
O43854	P06756	EDIL3	ITGAV	True	True	False
O43854	P18084	EDIL3	ITGB5	True	True	False
O43866	P06127	CD5L	CD5	True	False	False
O43915	COMPLEX:P35916_P35968	VEGFD	FLT4_KDR	True	False	False
O43915	O60462	VEGFD	NRP2	True	True	False
O43915	P05556	VEGFD	ITGB1	True	True	False
O43915	P08648	VEGFD	ITGA5	True	True	False
O43915	P13612	VEGFD	ITGA4	True	True	False
O43915	P17301	VEGFD	ITGA2	True	True	False
O43915	P17948	VEGFD	FLT1	True	False	False
O43915	P56199	VEGFD	ITGA1	True	True	False
O43915	Q13797	VEGFD	ITGA9	True	True	False
O43927	P08913	CXCL13	ADRA2A	True	False	False
O43927	P32302	CXCL13	CXCR5	True	False	False
O43927	P46092	CXCL13	CCR10	True	False	False
O43927	P48039	CXCL13	MTNR1A	True	False	False
O43927	P49682	CXCL13	CXCR3	True	False	False
O43927	Q14831	CXCL13	GRM7	True	False	False
O43927	Q16570	CXCL13	ACKR1	True	False	False
O43927	Q9NPB9	CXCL13	ACKR4	True	False	False
O60258	P11362	FGF17	FGFR1	True	False	False
O60258	P21802	FGF17	FGFR2	True	False	False
O60258	P22455	FGF17	FGFR4	True	False	False
O60258	P22607	FGF17	FGFR3	True	False	False
O60383	COMPLEX:P36896_Q13873	GDF9	ACVR1B_BMPR2	True	False	False
O60383	COMPLEX:P36897_Q13873	GDF9	TGFBR1_BMPR2	True	True	False
O60383	O00238	GDF9	BMPR1B	True	False	False
O60383	P27037	GDF9	ACVR2A	True	False	False
O60383	P36894	GDF9	BMPR1A	True	False	False
O60542	COMPLEX:P07949_Q9GZZ7	PSPN	RET_GFRA4	True	True	False
O60542	O00451	PSPN	GFRA2	True	False	False
O60542	O75056	PSPN	SDC3	True	True	False
O60542	P56159	PSPN	GFRA1	True	False	False
O60565	P35968	GREM1	KDR	True	False	False
O75093	P18827	SLIT1	SDC1	True	True	False
O75093	P35052	SLIT1	GPC1	True	True	False
O75093	Q9HCK4	SLIT1	ROBO2	True	True	False
O75093	Q9NZU0	SLIT1	FLRT3	True	True	False
O75093	Q9Y6N7	SLIT1	ROBO1	True	True	False
O75094	Q8WZ75	SLIT3	ROBO4	True	True	False
O75094	Q9HCK4	SLIT3	ROBO2	True	True	False
O75094	Q9Y6N7	SLIT3	ROBO1	True	True	False
O75594	Q9NP99	PGLYRP1	TREM1	True	False	False
O75610	P27037	LEFTY1	ACVR2A	True	False	False
O75610	P36896	LEFTY1	ACVR1B	True	False	False
O75610	Q13705	LEFTY1	ACVR2B	True	False	False
O76093	P11362	FGF18	FGFR1	True	False	False
O76093	P21802	FGF18	FGFR2	True	False	False
O76093	P22455	FGF18	FGFR4	True	False	False
O76093	P22607	FGF18	FGFR3	True	False	False
O94813	P05067	SLIT2	APP	True	True	False
O94813	P18827	SLIT2	SDC1	True	True	False
O94813	P35052	SLIT2	GPC1	True	True	False
O94813	P43146	SLIT2	DCC	True	True	False
O94813	Q8WZ75	SLIT2	ROBO4	True	True	False
O94813	Q9HCK4	SLIT2	ROBO2	True	True	False
O94813	Q9Y6N7	SLIT2	ROBO1	True	True	False
O94898	P00533	LRIG2	EGFR	True	True	False
O94907	O75096	DKK1	LRP4	True	False	False
O94907	O75197	DKK1	LRP5	True	False	False
O94907	O75581	DKK1	LRP6	True	False	False
O94907	Q8NCW0	DKK1	KREMEN2	True	False	False
O94907	Q96MU8	DKK1	KREMEN1	True	False	False
O95025	COMPLEX:O14786_O75051	SEMA3D	NRP1_PLXNA2	True	True	False
O95025	COMPLEX:O14786_P51805	SEMA3D	NRP1_PLXNA3	True	True	False
O95025	COMPLEX:O14786_Q9HCM2	SEMA3D	NRP1_PLXNA4	True	True	False
O95025	COMPLEX:O14786_Q9UIW2	SEMA3D	NRP1_PLXNA1	True	True	False
O95025	COMPLEX:O60462_O75051	SEMA3D	NRP2_PLXNA2	False	False	False
O95025	COMPLEX:O60462_P51805	SEMA3D	NRP2_PLXNA3	False	False	False
O95025	COMPLEX:O60462_Q9HCM2	SEMA3D	NRP2_PLXNA4	False	False	False
