source_genesymbol	target_genesymbol	source_uniprot	target_uniprot	database	source_transmembrane	source_peripheral	source_secreted	source_integrin	source_other	source_other_desc	source_Small_Molecule	target_transmembrane	target_peripheral	target_secreted	target_integrin	target_other	target_other_desc	target_Small_Molecule
GDF2	COMPLEX:ACVRL1_BMPR2	Q9UK05	COMPLEX:P37023_Q13873	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF3	COMPLEX:ACVR1B_ACVR2B	Q9NR23	COMPLEX:P36896_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF5	COMPLEX:BMPR1B_BMPR2	P43026	COMPLEX:O00238_Q13873	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
GDF5	COMPLEX:ACVR2A_BMPR1A	P43026	COMPLEX:P27037_P36894	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
GDF5	COMPLEX:BMPR1A_ACVR2B	P43026	COMPLEX:P36894_Q13705	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
GDF5	COMPLEX:BMPR1B_ACVR2A	P43026	COMPLEX:O00238_P27037	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
GDF5	COMPLEX:BMPR1B_ACVR2B	P43026	COMPLEX:O00238_Q13705	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
GDF6	COMPLEX:BMPR1A_BMPR2	Q6KF10	COMPLEX:P36894_Q13873	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF6	COMPLEX:BMPR1B_BMPR2	Q6KF10	COMPLEX:O00238_Q13873	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF6	COMPLEX:ACVR2A_BMPR1A	Q6KF10	COMPLEX:P27037_P36894	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF6	COMPLEX:BMPR1B_ACVR2A	Q6KF10	COMPLEX:O00238_P27037	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF6	COMPLEX:BMPR1B_ACVR2B	Q6KF10	COMPLEX:O00238_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF7	COMPLEX:BMPR1A_BMPR2	Q7Z4P5	COMPLEX:P36894_Q13873	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF7	COMPLEX:BMPR1B_BMPR2	Q7Z4P5	COMPLEX:O00238_Q13873	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF7	COMPLEX:ACVR2A_BMPR1A	Q7Z4P5	COMPLEX:P27037_P36894	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF7	COMPLEX:BMPR1A_ACVR2B	Q7Z4P5	COMPLEX:P36894_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF7	COMPLEX:BMPR1B_ACVR2A	Q7Z4P5	COMPLEX:O00238_P27037	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF7	COMPLEX:BMPR1B_ACVR2B	Q7Z4P5	COMPLEX:O00238_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MSTN	COMPLEX:ACVR1B_ACVR2B	O14793	COMPLEX:P36896_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MSTN	COMPLEX:ACVR2A_TGFBR1	O14793	COMPLEX:P27037_P36897	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MSTN	COMPLEX:TGFBR1_ACVR2B	O14793	COMPLEX:P36897_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF9	COMPLEX:TGFBR1_BMPR2	O60383	COMPLEX:P36897_Q13873	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDNF	COMPLEX:RET_GFRA1	P39905	COMPLEX:P07949_P56159	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GHRL	GHRHR	Q9UBU3	Q02643	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GIP	GIPR	P09681	P48546	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GCG	GLP1R	P01275	P43220	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GCG	GLP2R	P01275	O95838	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GCG	GCGR	P01275	P47871	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:CGA_LHB	LHCGR	COMPLEX:P01215_P01229	P22888	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GNRH1	GNRHR	P01148	P30968	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GNRH1	GNRHR2	P01148	Q96P88	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GNRH2	GNRHR	O43555	P30968	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GNRH2	GNRHR2	O43555	Q96P88	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
C10orf99	GPR15	Q6UWK7	P49685	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
C10orf99	SUSD2	Q6UWK7	Q9UGT4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL1	ACKR1	P09341	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL1	CXCR1	P09341	P25024	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL1	CXCR2	P09341	P25025	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GRP	GRPR	P07492	P30550	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
HEBP1	FPR3	Q9NRV9	P25089	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
HFE	TFRC	Q30201	P02786	CellPhoneDB_v4	True	False	False	False	True	HLA	na	True	False	True	False	False		na
HGF	MET	P14210	P08581	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MST1	MST1R	P26927	Q04912	CellPhoneDB_v4	False	False	True	False	True		na	True	False	False	False	False		na
HDC	HRH1	P19113	P35367	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
HDC	HRH2	P19113	P25021	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
HDC	HRH3	P19113	Q9Y5N1	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
HDC	HRH4	P19113	Q9H3N8	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
MT-RNR2	FPR2	Q8IVG9	P25090	CellPhoneDB_v4	False	False	True	False	True		na	True	False	False	False	False		na
MT-RNR2	FPR3	Q8IVG9	P25089	CellPhoneDB_v4	False	False	True	False	True		na	True	False	False	False	False		na
IL36RN	COMPLEX:IL1RL2_IL1RAP	Q9UBH0	COMPLEX:Q9HB29_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IAPP	COMPLEX:RAMP1_CALCR	P10997	COMPLEX:O60894_P30988	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IAPP	COMPLEX:RAMP2_CALCR	P10997	COMPLEX:O60895_P30988	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IAPP	COMPLEX:RAMP3_CALCR	P10997	COMPLEX:O60896_P30988	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGFBP3	TMEM219	P17936	Q86XT9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:ITGB2_ITGAL	ICAM1	COMPLEX:P05107_P20701	P05362	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
COMPLEX:ITGB2_ITGAM	ICAM1	COMPLEX:P05107_P11215	P05362	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
COMPLEX:ITGB2_ITGAX	ICAM1	COMPLEX:P05107_P20702	P05362	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
SPN	ICAM1	P16150	P05362	CellPhoneDB_v4	True	False	False	False	False	FALSE	na	True	False	False	False	False		na
ICAM2	CD209	P13598	Q9NNX6	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
ICAM3	CD209	P32942	Q9NNX6	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
ICAM3	CLEC4M	P32942	Q9H2X3	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
ICOSLG	ICOS	O75144	Q9Y6W8	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
IFNA10	COMPLEX:IFNAR1_IFNAR2	P01566	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA14	COMPLEX:IFNAR1_IFNAR2	P01570	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA16	COMPLEX:IFNAR1_IFNAR2	P05015	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA17	COMPLEX:IFNAR1_IFNAR2	P01571	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA21	COMPLEX:IFNAR1_IFNAR2	P01568	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA2	COMPLEX:IFNAR1_IFNAR2	P01563	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA4	COMPLEX:IFNAR1_IFNAR2	P05014	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA5	COMPLEX:IFNAR1_IFNAR2	P01569	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA6	COMPLEX:IFNAR1_IFNAR2	P05013	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA7	COMPLEX:IFNAR1_IFNAR2	P01567	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA8	COMPLEX:IFNAR1_IFNAR2	P32881	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNB1	COMPLEX:IFNAR1_IFNAR2	P01574	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNE	COMPLEX:IFNAR1_IFNAR2	Q86WN2	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNG	COMPLEX:IFNGR1_IFNGR2	P01579	COMPLEX:P15260_P38484	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNK	COMPLEX:IFNAR1_IFNAR2	Q9P0W0	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNL3	COMPLEX:IL10RB_IFNLR1	Q8IZI9	COMPLEX:Q08334_Q8IU57	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNW1	COMPLEX:IFNAR1_IFNAR2	P05000	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGF1	COMPLEX:IGF1R_GPC3	P05019	COMPLEX:P08069_P51654	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGF1	IGF1R	P05019	P08069	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGF2	IGF1R	P01344	P08069	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGF2	IGF2R	P01344	P11717	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGFL1	IGFLR1	Q6UW32	Q9H665	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGFL2	IGFLR1	Q6UWQ7	Q9H665	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGFL3	IGFLR1	Q6UXB1	Q9H665	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IHH	COMPLEX:PTCH1_BOC	Q14623	COMPLEX:Q13635_Q9BWV1	CellPhoneDB_v4	True	False	True	False	False		na	False	False	False	False	False		na
IHH	COMPLEX:PTCH1_CDON	Q14623	COMPLEX:Q13635_Q4KMG0	CellPhoneDB_v4	True	False	True	False	False		na	False	False	False	False	False		na
IHH	COMPLEX:GAS1_PTCH1	Q14623	COMPLEX:P54826_Q13635	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
IL10	COMPLEX:IL10RB_IL10RA	P22301	COMPLEX:Q08334_Q13651	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL11	COMPLEX:IL6ST_IL11RA	P20809	COMPLEX:P40189_Q14626	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
COMPLEX:IL12A_IL12B	COMPLEX:IL12RB1_IL12RB2	COMPLEX:P29459_P29460	COMPLEX:P42701_Q99665	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL13	IL13RA2	P35225	Q14627	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL13	COMPLEX:IL4R_IL13RA1	P35225	COMPLEX:P24394_P78552	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL15	COMPLEX:IL2RB_IL15RA	P40933	COMPLEX:P14784_Q13261	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:IL17A_IL17F	COMPLEX:IL17RC_IL17RA	COMPLEX:Q16552_Q96PD4	COMPLEX:Q8NAC3_Q96F46	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL17C	COMPLEX:IL17RE_IL17RA	Q9P0M4	COMPLEX:Q8NFR9_Q96F46	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL17F	COMPLEX:IL17RC_IL17RA	Q96PD4	COMPLEX:Q8NAC3_Q96F46	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL18	COMPLEX:IL18RAP_IL18R1	Q14116	COMPLEX:O95256_Q13478	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL19	COMPLEX:IL20RB_IL20RA	Q9UHD0	COMPLEX:Q6UXL0_Q9UHF4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL1A	COMPLEX:IL1R1_IL1RAP	P01583	COMPLEX:P14778_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL1A	COMPLEX:IL1R2_IL1RAP	P01583	COMPLEX:P27930_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL1B	COMPLEX:IL1R1_IL1RAP	P01584	COMPLEX:P14778_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL1B	COMPLEX:IL1R2_IL1RAP	P01584	COMPLEX:P27930_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL1F10	COMPLEX:IL1RL2_IL1RAP	Q8WWZ1	COMPLEX:Q9HB29_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL1RN	COMPLEX:IL1R1_IL1RAP	P18510	COMPLEX:P14778_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL1RN	COMPLEX:IL1R2_IL1RAP	P18510	COMPLEX:P27930_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL2	COMPLEX:IL2RA_IL2RB_IL2RG	P60568	COMPLEX:P01589_P14784_P31785	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL2	COMPLEX:IL2RB_IL2RG	P60568	COMPLEX:P14784_P31785	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL20	COMPLEX:IL20RB_IL20RA	Q9NYY1	COMPLEX:Q6UXL0_Q9UHF4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL20	COMPLEX:IL20RB_IL22RA1	Q9NYY1	COMPLEX:Q6UXL0_Q8N6P7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL21	COMPLEX:IL2RG_IL21R	Q9HBE4	COMPLEX:P31785_Q9HBE5	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL22	COMPLEX:IL10RB_IL22RA1	Q9GZX6	COMPLEX:Q08334_Q8N6P7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:IL12B_IL23A	COMPLEX:IL12RB1_IL23R	COMPLEX:P29460_Q9NPF7	COMPLEX:P42701_Q5VWK5	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL24	COMPLEX:IL20RB_IL20RA	Q13007	COMPLEX:Q6UXL0_Q9UHF4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL24	COMPLEX:IL20RB_IL22RA1	Q13007	COMPLEX:Q6UXL0_Q8N6P7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL25	COMPLEX:IL17RA_IL17RB	Q9H293	COMPLEX:Q96F46_Q9NRM6	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL26	COMPLEX:IL10RB_IL20RA	Q9NPH9	COMPLEX:Q08334_Q9UHF4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:EBI3_IL27	COMPLEX:IL6ST_IL27RA	COMPLEX:Q14213_Q8NEV9	COMPLEX:P40189_Q6UWB1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL3	COMPLEX:IL3RA_CSF2RB	P08700	COMPLEX:P26951_P32927	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL33	COMPLEX:IL1RL1_IL1RAP	O95760	COMPLEX:Q01638_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL34	CSF1R	Q6ZMJ4	P07333	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:IL12A_EBI3	COMPLEX:IL6ST_IL12RB2	COMPLEX:P29459_Q14213	COMPLEX:P40189_Q99665	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL36A	COMPLEX:IL1RL2_IL1RAP	Q9UHA7	COMPLEX:Q9HB29_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL36B	COMPLEX:IL1RL2_IL1RAP	Q9NZH7	COMPLEX:Q9HB29_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL36G	COMPLEX:IL1RL2_IL1RAP	Q9NZH8	COMPLEX:Q9HB29_Q9NPH3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL37	COMPLEX:IL18R1_SIGIRR	Q9NZH6	COMPLEX:Q13478_Q6IA17	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL4	COMPLEX:IL4R_IL13RA1	P05112	COMPLEX:P24394_P78552	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL4	COMPLEX:IL4R_IL2RG	P05112	COMPLEX:P24394_P31785	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL5	COMPLEX:CSF2RB_IL5RA	P05113	COMPLEX:P32927_Q01344	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL6	COMPLEX:IL6R_IL6ST	P05231	COMPLEX:P08887_P40189	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IL7	COMPLEX:IL7R_IL2RG	P13232	COMPLEX:P16871_P31785	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CXCL8	ACKR1	P10145	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL8	CXCR1	P10145	P25024	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL8	CXCR2	P10145	P25025	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL9	COMPLEX:IL2RG_IL9R	P15248	COMPLEX:P31785_Q01113	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHA	COMPLEX:ACVR2A_ACVR1	P05111	COMPLEX:P27037_Q04771	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHA	COMPLEX:ACVR1_ACVR2B	P05111	COMPLEX:Q04771_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHA	COMPLEX:ACVR2A_ACVR1B	P05111	COMPLEX:P27037_P36896	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHA	COMPLEX:ACVR1B_ACVR2B	P05111	COMPLEX:P36896_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHA	COMPLEX:ACVR2A_ACVR1C	P05111	COMPLEX:P27037_Q8NER5	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHA	COMPLEX:ACVR2B_ACVR1C	P05111	COMPLEX:Q13705_Q8NER5	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHBC	ACVR2A	P55103	P27037	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHBC	ACVR2B	P55103	Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHBE	ACVR2A	P58166	P27037	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHBE	ACVR2B	P58166	Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBA	COMPLEX:ACVR2A_ACVR1	COMPLEX:P05111_P08476	COMPLEX:P27037_Q04771	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBA	COMPLEX:ACVR1_ACVR2B	COMPLEX:P05111_P08476	COMPLEX:Q04771_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBA	COMPLEX:ACVR2A_ACVR1B	COMPLEX:P05111_P08476	COMPLEX:P27037_P36896	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBA	COMPLEX:ACVR1B_ACVR2B	COMPLEX:P05111_P08476	COMPLEX:P36896_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBA	COMPLEX:ACVR2A_ACVR1C	COMPLEX:P05111_P08476	COMPLEX:P27037_Q8NER5	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBA	COMPLEX:ACVR2B_ACVR1C	COMPLEX:P05111_P08476	COMPLEX:Q13705_Q8NER5	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBB	COMPLEX:ACVR2A_ACVR1	COMPLEX:P05111_P09529	COMPLEX:P27037_Q04771	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBB	COMPLEX:ACVR1_ACVR2B	COMPLEX:P05111_P09529	COMPLEX:Q04771_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBB	COMPLEX:ACVR2A_ACVR1B	COMPLEX:P05111_P09529	COMPLEX:P27037_P36896	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBB	COMPLEX:ACVR1B_ACVR2B	COMPLEX:P05111_P09529	COMPLEX:P36896_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBB	COMPLEX:ACVR2A_ACVR1C	COMPLEX:P05111_P09529	COMPLEX:P27037_Q8NER5	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:INHA_INHBB	COMPLEX:ACVR2B_ACVR1C	COMPLEX:P05111_P09529	COMPLEX:Q13705_Q8NER5	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INS	INSR	P01308	P06213	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INSL3	RXFP2	P51460	Q8WXD0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INSL5	RXFP4	Q9Y5Q6	Q8TDU9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
JAG1	NOTCH2	P78504	Q04721	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG1	NOTCH3	P78504	Q9UM47	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG1	NOTCH4	P78504	Q99466	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG1	CD46	P78504	P15529	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG1	NOTCH1	P78504	P46531	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG2	NOTCH1	Q9Y219	P46531	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG2	NOTCH2	Q9Y219	Q04721	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG2	NOTCH3	Q9Y219	Q9UM47	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG2	NOTCH4	Q9Y219	Q99466	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
COMPLEX:ITGB2_ITGAL	F11R	COMPLEX:P05107_P20701	Q9Y624	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
KNG1	BDKRB1	P01042	P46663	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
KNG1	BDKRB2	P01042	P30411	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
KNG1	RXFP4	P01042	Q8TDU9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
L1CAM	COMPLEX:EZR_L1CAM	P32004	COMPLEX:P15311_P32004	CellPhoneDB_v4	True	False	False	False	False		na	False	True	False	False	False		na
LCK	COMPLEX:CD8A_CD8B	P06239	COMPLEX:P01732_P10966	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
TYR	GPR143	P14679	P51810	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
LGALS3	MERTK	P17931	Q12866	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
LGALS9	COMPLEX:PTPRC_BCR_CD22	O00182	COMPLEX:P08575_P11274_P20273	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False	FALSE	na
LGALS9	HAVCR2	O00182	Q8TDQ0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
LEP	LEPR	P41159	P48357	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
LTA4H	GPR17	P09960	Q13304	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
LTA4H	LTB4R	P09960	Q15722	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
